Episode,ICM Inverse Loss,ICM Forward Loss,Actor Loss,Critic Loss,Total Loss,Rewards,Intrinsic Reward,Extrinsic Reward
1,0.705829644203186,0.093179978430271,-0.000775930192322,799.618756103516,4.3828528881073,2053.98210876035,1537.56110701561,516.421001744744
2,1.24158033132553,0.023073688521981,-0.000848667696118,174.933406066895,1.49220134019852,3612.98608009775,1613.06677283049,1999.91930726727
3,1.19707373380661,0.058791073784232,-0.014377200696617,516.851837158203,3.1837762594223,3064.7571380579,1062.53856300116,2002.21857505674
4,0.833762937784195,0.012091198284179,-0.004524969402701,123.37373046875,1.02118585109711,2680.83030898943,1355.55278838277,1325.27752060666
5,0.809526789188385,0.006908966600895,-0.004473087191582,468.248547363281,2.73082818984985,4407.53670600767,1612.55306608677,2794.9836399209
6,0.946811479330063,0.016152523830533,-0.00249769128859,232.768640136719,1.62866030931473,3604.80360518104,1119.56354306936,2485.24006211168
7,0.958436155319214,0.042222959175706,-0.00315603883937,104.62102432251,1.00609638094902,5330.99985086985,1775.48693999648,3555.51291087337
8,0.774324631690979,0.073830750584602,-0.003147462755442,702.028271484375,3.91687371730804,5355.51040724688,1725.92626601755,3629.58414122932
9,0.822096943855285,0.110177177935839,0.00227528270334,240.461032104492,1.6566433429718,4611.36310958139,2004.53640834093,2606.82670124046
10,0.580845236778259,0.532037800550461,0.000113129615784,4165.03972167969,21.3677865028381,6468.80073492065,4798.96602700353,1669.83470791711
11,0.664178103208542,0.019178909342736,-0.003290225751698,726.326934814453,3.95599687099457,1435.50969396855,3336.6864238143,-1901.17672984575
12,0.65338106751442,0.108370597660542,-0.000763608142734,164.164961242676,1.1870676279068,4292.86692212957,6013.50463230311,-1720.63771017354
13,0.713686925172806,0.009726558858529,-0.01822115238756,850.802679443359,4.58322863578796,4804.21490103463,3792.00413859785,1012.21076243678
14,0.398997542262077,0.050466911494732,-0.000748436152935,622.655029296875,3.32285840511322,3927.26372291266,2193.88340452313,1733.38031838953
